Description,state_full_name,state_abbrievation,state_code,county_name,county_code
"Autauga County, Alabama",Alabama,AL,1,Autauga,001
"Baldwin County, Alabama",Alabama,AL,1,Baldwin,003
"Barbour County, Alabama",Alabama,AL,1,Barbour,005
"Bibb County, Alabama",Alabama,AL,1,Bibb,007
"Blount County, Alabama",Alabama,AL,1,Blount,009
"Bullock County, Alabama",Alabama,AL,1,Bullock,011
"Butler County, Alabama",Alabama,AL,1,Butler,013
"Calhoun County, Alabama",Alabama,AL,1,Calhoun,015
"Chambers County, Alabama",Alabama,AL,1,Chambers,017
"Cherokee County, Alabama",Alabama,AL,1,Cherokee,019
"Chilton County, Alabama",Alabama,AL,1,Chilton,021
"Choctaw County, Alabama",Alabama,AL,1,Choctaw,023
"Clarke County, Alabama",Alabama,AL,1,Clarke,025
"Clay County, Alabama",Alabama,AL,1,Clay,027
"Cleburne County, Alabama",Alabama,AL,1,Cleburne,029
"Coffee County, Alabama",Alabama,AL,1,Coffee,031
"Colbert County, Alabama",Alabama,AL,1,Colbert,033
"Conecuh County, Alabama",Alabama,AL,1,Conecuh,035
"Coosa County, Alabama",Alabama,AL,1,Coosa,037
"Covington County, Alabama",Alabama,AL,1,Covington,039
"Crenshaw County, Alabama",Alabama,AL,1,Crenshaw,041
"Cullman County, Alabama",Alabama,AL,1,Cullman,043
"Dale County, Alabama",Alabama,AL,1,Dale,045
"Dallas County, Alabama",Alabama,AL,1,Dallas,047
"DeKalb County, Alabama",Alabama,AL,1,DeKalb,049
"Elmore County, Alabama",Alabama,AL,1,Elmore,051
"Escambia County, Alabama",Alabama,AL,1,Escambia,053
"Etowah County, Alabama",Alabama,AL,1,Etowah,055
"Fayette County, Alabama",Alabama,AL,1,Fayette,057
"Franklin County, Alabama",Alabama,AL,1,Franklin,059
"Geneva County, Alabama",Alabama,AL,1,Geneva,061
"Greene County, Alabama",Alabama,AL,1,Greene,063
"Hale County, Alabama",Alabama,AL,1,Hale,065
"Henry County, Alabama",Alabama,AL,1,Henry,067
"Houston County, Alabama",Alabama,AL,1,Houston,069
"Jackson County, Alabama",Alabama,AL,1,Jackson,071
"Jefferson County, Alabama",Alabama,AL,1,Jefferson,073
"Lamar County, Alabama",Alabama,AL,1,Lamar,075
"Lauderdale County, Alabama",Alabama,AL,1,Lauderdale,077
"Lawrence County, Alabama",Alabama,AL,1,Lawrence,079
"Lee County, Alabama",Alabama,AL,1,Lee,081
"Limestone County, Alabama",Alabama,AL,1,Limestone,083
"Lowndes County, Alabama",Alabama,AL,1,Lowndes,085
"Macon County, Alabama",Alabama,AL,1,Macon,087
"Madison County, Alabama",Alabama,AL,1,Madison,089
"Marengo County, Alabama",Alabama,AL,1,Marengo,091
"Marion County, Alabama",Alabama,AL,1,Marion,093
"Marshall County, Alabama",Alabama,AL,1,Marshall,095
"Mobile County, Alabama",Alabama,AL,1,Mobile,097
"Monroe County, Alabama",Alabama,AL,1,Monroe,099
"Montgomery County, Alabama",Alabama,AL,1,Montgomery,101
"Morgan County, Alabama",Alabama,AL,1,Morgan,103
"Perry County, Alabama",Alabama,AL,1,Perry,105
"Pickens County, Alabama",Alabama,AL,1,Pickens,107
"Pike County, Alabama",Alabama,AL,1,Pike,109
"Randolph County, Alabama",Alabama,AL,1,Randolph,111
"Russell County, Alabama",Alabama,AL,1,Russell,113
"St. Clair County, Alabama",Alabama,AL,1,St. Clair,115
"Shelby County, Alabama",Alabama,AL,1,Shelby,117
"Sumter County, Alabama",Alabama,AL,1,Sumter,119
"Talladega County, Alabama",Alabama,AL,1,Talladega,121
"Tallapoosa County, Alabama",Alabama,AL,1,Tallapoosa,123
"Tuscaloosa County, Alabama",Alabama,AL,1,Tuscaloosa,125
"Walker County, Alabama",Alabama,AL,1,Walker,127
"Washington County, Alabama",Alabama,AL,1,Washington,129
"Wilcox County, Alabama",Alabama,AL,1,Wilcox,131
"Winston County, Alabama",Alabama,AL,1,Winston,133
"Aleutians East Borough, Alaska",Alaska,AK,2,Aleutians East ,013
"Aleutians West Census Area, Alaska",Alaska,AK,2,Aleutians West Cens,016
"Anchorage Municipality, Alaska",Alaska,AK,2,Anchorage Munic,020
"Bethel Census Area, Alaska",Alaska,AK,2,Bethel Cens,050
"Bristol Bay Borough, Alaska",Alaska,AK,2,Bristol Bay ,060
"Denali Borough, Alaska",Alaska,AK,2,Denali ,068
"Dillingham Census Area, Alaska",Alaska,AK,2,Dillingham Cens,070
"Fairbanks North Star Borough, Alaska",Alaska,AK,2,Fairbanks North Star ,090
"Haines Borough, Alaska",Alaska,AK,2,Haines ,100
"Hoonah-Angoon Census Area, Alaska",Alaska,AK,2,Hoonah-Angoon Cens,105
"Juneau City and Borough, Alaska",Alaska,AK,2,Juneau City and ,110
"Kenai Peninsula Borough, Alaska",Alaska,AK,2,Kenai Peninsula ,122
"Ketchikan Gateway Borough, Alaska",Alaska,AK,2,Ketchikan Gateway ,130
"Kodiak Island Borough, Alaska",Alaska,AK,2,Kodiak Island ,150
"Lake and Peninsula Borough, Alaska",Alaska,AK,2,Lake and Peninsula ,164
"Matanuska-Susitna Borough, Alaska",Alaska,AK,2,Matanuska-Susitna ,170
"Nome Census Area, Alaska",Alaska,AK,2,Nome Cens,180
"North Slope Borough, Alaska",Alaska,AK,2,North Slope ,185
"Northwest Arctic Borough, Alaska",Alaska,AK,2,Northwest Arctic ,188
"Petersburg Census Area, Alaska",Alaska,AK,2,Petersburg Cens,195
"Prince of Wales-Hyder Census Area, Alaska",Alaska,AK,2,Prince of Wales-Hyder Cens,198
"Sitka City and Borough, Alaska",Alaska,AK,2,Sitka City and ,220
"Skagway Municipality, Alaska",Alaska,AK,2,Skagway Munic,230
"Southeast Fairbanks Census Area, Alaska",Alaska,AK,2,Southeast Fairbanks Cens,240
"Valdez-Cordova Census Area, Alaska",Alaska,AK,2,Valdez-Cordova Cens,261
"Wade Hampton Census Area, Alaska",Alaska,AK,2,Wade Hampton Cens,270
"Wrangell City and Borough, Alaska",Alaska,AK,2,Wrangell City and ,275
"Yakutat City and Borough, Alaska",Alaska,AK,2,Yakutat City and ,282
"Yukon-Koyukuk Census Area, Alaska",Alaska,AK,2,Yukon-Koyukuk Cens,290
"Apache County, Arizona",Arizona,AZ,4,Apache,001
"Cochise County, Arizona",Arizona,AZ,4,Cochise,003
"Coconino County, Arizona",Arizona,AZ,4,Coconino,005
"Gila County, Arizona",Arizona,AZ,4,Gila,007
"Graham County, Arizona",Arizona,AZ,4,Graham,009
"Greenlee County, Arizona",Arizona,AZ,4,Greenlee,011
"La Paz County, Arizona",Arizona,AZ,4,La Paz,012
"Maricopa County, Arizona",Arizona,AZ,4,Maricopa,013
"Mohave County, Arizona",Arizona,AZ,4,Mohave,015
"Navajo County, Arizona",Arizona,AZ,4,Navajo,017
"Pima County, Arizona",Arizona,AZ,4,Pima,019
"Pinal County, Arizona",Arizona,AZ,4,Pinal,021
"Santa Cruz County, Arizona",Arizona,AZ,4,Santa Cruz,023
"Yavapai County, Arizona",Arizona,AZ,4,Yavapai,025
"Yuma County, Arizona",Arizona,AZ,4,Yuma,027
"Arkansas County, Arkansas",Arkansas,AR,5,Arkansas,001
"Ashley County, Arkansas",Arkansas,AR,5,Ashley,003
"Baxter County, Arkansas",Arkansas,AR,5,Baxter,005
"Benton County, Arkansas",Arkansas,AR,5,Benton,007
"Boone County, Arkansas",Arkansas,AR,5,Boone,009
"Bradley County, Arkansas",Arkansas,AR,5,Bradley,011
"Calhoun County, Arkansas",Arkansas,AR,5,Calhoun,013
"Carroll County, Arkansas",Arkansas,AR,5,Carroll,015
"Chicot County, Arkansas",Arkansas,AR,5,Chicot,017
"Clark County, Arkansas",Arkansas,AR,5,Clark,019
"Clay County, Arkansas",Arkansas,AR,5,Clay,021
"Cleburne County, Arkansas",Arkansas,AR,5,Cleburne,023
"Cleveland County, Arkansas",Arkansas,AR,5,Cleveland,025
"Columbia County, Arkansas",Arkansas,AR,5,Columbia,027
"Conway County, Arkansas",Arkansas,AR,5,Conway,029
"Craighead County, Arkansas",Arkansas,AR,5,Craighead,031
"Crawford County, Arkansas",Arkansas,AR,5,Crawford,033
"Crittenden County, Arkansas",Arkansas,AR,5,Crittenden,035
"Cross County, Arkansas",Arkansas,AR,5,Cross,037
"Dallas County, Arkansas",Arkansas,AR,5,Dallas,039
"Desha County, Arkansas",Arkansas,AR,5,Desha,041
"Drew County, Arkansas",Arkansas,AR,5,Drew,043
"Faulkner County, Arkansas",Arkansas,AR,5,Faulkner,045
"Franklin County, Arkansas",Arkansas,AR,5,Franklin,047
"Fulton County, Arkansas",Arkansas,AR,5,Fulton,049
"Garland County, Arkansas",Arkansas,AR,5,Garland,051
"Grant County, Arkansas",Arkansas,AR,5,Grant,053
"Greene County, Arkansas",Arkansas,AR,5,Greene,055
"Hempstead County, Arkansas",Arkansas,AR,5,Hempstead,057
"Hot Spring County, Arkansas",Arkansas,AR,5,Hot Spring,059
"Howard County, Arkansas",Arkansas,AR,5,Howard,061
"Independence County, Arkansas",Arkansas,AR,5,Independence,063
"Izard County, Arkansas",Arkansas,AR,5,Izard,065
"Jackson County, Arkansas",Arkansas,AR,5,Jackson,067
"Jefferson County, Arkansas",Arkansas,AR,5,Jefferson,069
"Johnson County, Arkansas",Arkansas,AR,5,Johnson,071
"Lafayette County, Arkansas",Arkansas,AR,5,Lafayette,073
"Lawrence County, Arkansas",Arkansas,AR,5,Lawrence,075
"Lee County, Arkansas",Arkansas,AR,5,Lee,077
"Lincoln County, Arkansas",Arkansas,AR,5,Lincoln,079
"Little River County, Arkansas",Arkansas,AR,5,Little River,081
"Logan County, Arkansas",Arkansas,AR,5,Logan,083
"Lonoke County, Arkansas",Arkansas,AR,5,Lonoke,085
"Madison County, Arkansas",Arkansas,AR,5,Madison,087
"Marion County, Arkansas",Arkansas,AR,5,Marion,089
"Miller County, Arkansas",Arkansas,AR,5,Miller,091
"Mississippi County, Arkansas",Arkansas,AR,5,Mississippi,093
"Monroe County, Arkansas",Arkansas,AR,5,Monroe,095
"Montgomery County, Arkansas",Arkansas,AR,5,Montgomery,097
"Nevada County, Arkansas",Arkansas,AR,5,Nevada,099
"Newton County, Arkansas",Arkansas,AR,5,Newton,101
"Ouachita County, Arkansas",Arkansas,AR,5,Ouachita,103
"Perry County, Arkansas",Arkansas,AR,5,Perry,105
"Phillips County, Arkansas",Arkansas,AR,5,Phillips,107
"Pike County, Arkansas",Arkansas,AR,5,Pike,109
"Poinsett County, Arkansas",Arkansas,AR,5,Poinsett,111
"Polk County, Arkansas",Arkansas,AR,5,Polk,113
"Pope County, Arkansas",Arkansas,AR,5,Pope,115
"Prairie County, Arkansas",Arkansas,AR,5,Prairie,117
"Pulaski County, Arkansas",Arkansas,AR,5,Pulaski,119
"Randolph County, Arkansas",Arkansas,AR,5,Randolph,121
"St. Francis County, Arkansas",Arkansas,AR,5,St. Francis,123
"Saline County, Arkansas",Arkansas,AR,5,Saline,125
"Scott County, Arkansas",Arkansas,AR,5,Scott,127
"Searcy County, Arkansas",Arkansas,AR,5,Searcy,129
"Sebastian County, Arkansas",Arkansas,AR,5,Sebastian,131
"Sevier County, Arkansas",Arkansas,AR,5,Sevier,133
"Sharp County, Arkansas",Arkansas,AR,5,Sharp,135
"Stone County, Arkansas",Arkansas,AR,5,Stone,137
"Union County, Arkansas",Arkansas,AR,5,Union,139
"Van Buren County, Arkansas",Arkansas,AR,5,Van Buren,141
"Washington County, Arkansas",Arkansas,AR,5,Washington,143
"White County, Arkansas",Arkansas,AR,5,White,145
"Woodruff County, Arkansas",Arkansas,AR,5,Woodruff,147
"Yell County, Arkansas",Arkansas,AR,5,Yell,149
"Alameda County, California",California,CA,6,Alameda,001
"Alpine County, California",California,CA,6,Alpine,003
"Amador County, California",California,CA,6,Amador,005
"Butte County, California",California,CA,6,Butte,007
"Calaveras County, California",California,CA,6,Calaveras,009
"Colusa County, California",California,CA,6,Colusa,011
"Contra Costa County, California",California,CA,6,Contra Costa,013
"Del Norte County, California",California,CA,6,Del Norte,015
"El Dorado County, California",California,CA,6,El Dorado,017
"Fresno County, California",California,CA,6,Fresno,019
"Glenn County, California",California,CA,6,Glenn,021
"Humboldt County, California",California,CA,6,Humboldt,023
"Imperial County, California",California,CA,6,Imperial,025
"Inyo County, California",California,CA,6,Inyo,027
"Kern County, California",California,CA,6,Kern,029
"Kings County, California",California,CA,6,Kings,031
"Lake County, California",California,CA,6,Lake,033
"Lassen County, California",California,CA,6,Lassen,035
"Los Angeles County, California",California,CA,6,Los Angeles,037
"Madera County, California",California,CA,6,Madera,039
"Marin County, California",California,CA,6,Marin,041
"Mariposa County, California",California,CA,6,Mariposa,043
"Mendocino County, California",California,CA,6,Mendocino,045
"Merced County, California",California,CA,6,Merced,047
"Modoc County, California",California,CA,6,Modoc,049
"Mono County, California",California,CA,6,Mono,051
"Monterey County, California",California,CA,6,Monterey,053
"Napa County, California",California,CA,6,Napa,055
"Nevada County, California",California,CA,6,Nevada,057
"Orange County, California",California,CA,6,Orange,059
"Placer County, California",California,CA,6,Placer,061
"Plumas County, California",California,CA,6,Plumas,063
"Riverside County, California",California,CA,6,Riverside,065
"Sacramento County, California",California,CA,6,Sacramento,067
"San Benito County, California",California,CA,6,San Benito,069
"San Bernardino County, California",California,CA,6,San Bernardino,071
"San Diego County, California",California,CA,6,San Diego,073
"San Francisco County, California",California,CA,6,San Francisco,075
"San Joaquin County, California",California,CA,6,San Joaquin,077
"San Luis Obispo County, California",California,CA,6,San Luis Obispo,079
"San Mateo County, California",California,CA,6,San Mateo,081
"Santa Barbara County, California",California,CA,6,Santa Barbara,083
"Santa Clara County, California",California,CA,6,Santa Clara,085
"Santa Cruz County, California",California,CA,6,Santa Cruz,087
"Shasta County, California",California,CA,6,Shasta,089
"Sierra County, California",California,CA,6,Sierra,091
"Siskiyou County, California",California,CA,6,Siskiyou,093
"Solano County, California",California,CA,6,Solano,095
"Sonoma County, California",California,CA,6,Sonoma,097
"Stanislaus County, California",California,CA,6,Stanislaus,099
"Sutter County, California",California,CA,6,Sutter,101
"Tehama County, California",California,CA,6,Tehama,103
"Trinity County, California",California,CA,6,Trinity,105
"Tulare County, California",California,CA,6,Tulare,107
"Tuolumne County, California",California,CA,6,Tuolumne,109
"Ventura County, California",California,CA,6,Ventura,111
"Yolo County, California",California,CA,6,Yolo,113
"Yuba County, California",California,CA,6,Yuba,115
"Adams County, Colorado",Colorado,CO,8,Adams,001
"Alamosa County, Colorado",Colorado,CO,8,Alamosa,003
"Arapahoe County, Colorado",Colorado,CO,8,Arapahoe,005
"Archuleta County, Colorado",Colorado,CO,8,Archuleta,007
"Baca County, Colorado",Colorado,CO,8,Baca,009
"Bent County, Colorado",Colorado,CO,8,Bent,011
"Boulder County, Colorado",Colorado,CO,8,Boulder,013
"Broomfield County, Colorado",Colorado,CO,8,Broomfield,014
"Chaffee County, Colorado",Colorado,CO,8,Chaffee,015
"Cheyenne County, Colorado",Colorado,CO,8,Cheyenne,017
"Clear Creek County, Colorado",Colorado,CO,8,Clear Creek,019
"Conejos County, Colorado",Colorado,CO,8,Conejos,021
"Costilla County, Colorado",Colorado,CO,8,Costilla,023
"Crowley County, Colorado",Colorado,CO,8,Crowley,025
"Custer County, Colorado",Colorado,CO,8,Custer,027
"Delta County, Colorado",Colorado,CO,8,Delta,029
"Denver County, Colorado",Colorado,CO,8,Denver,031
"Dolores County, Colorado",Colorado,CO,8,Dolores,033
"Douglas County, Colorado",Colorado,CO,8,Douglas,035
"Eagle County, Colorado",Colorado,CO,8,Eagle,037
"Elbert County, Colorado",Colorado,CO,8,Elbert,039
"El Paso County, Colorado",Colorado,CO,8,El Paso,041
"Fremont County, Colorado",Colorado,CO,8,Fremont,043
"Garfield County, Colorado",Colorado,CO,8,Garfield,045
"Gilpin County, Colorado",Colorado,CO,8,Gilpin,047
"Grand County, Colorado",Colorado,CO,8,Grand,049
"Gunnison County, Colorado",Colorado,CO,8,Gunnison,051
"Hinsdale County, Colorado",Colorado,CO,8,Hinsdale,053
"Huerfano County, Colorado",Colorado,CO,8,Huerfano,055
"Jackson County, Colorado",Colorado,CO,8,Jackson,057
"Jefferson County, Colorado",Colorado,CO,8,Jefferson,059
"Kiowa County, Colorado",Colorado,CO,8,Kiowa,061
"Kit Carson County, Colorado",Colorado,CO,8,Kit Carson,063
"Lake County, Colorado",Colorado,CO,8,Lake,065
"La Plata County, Colorado",Colorado,CO,8,La Plata,067
"Larimer County, Colorado",Colorado,CO,8,Larimer,069
"Las Animas County, Colorado",Colorado,CO,8,Las Animas,071
"Lincoln County, Colorado",Colorado,CO,8,Lincoln,073
"Logan County, Colorado",Colorado,CO,8,Logan,075
"Mesa County, Colorado",Colorado,CO,8,Mesa,077
"Mineral County, Colorado",Colorado,CO,8,Mineral,079
"Moffat County, Colorado",Colorado,CO,8,Moffat,081
"Montezuma County, Colorado",Colorado,CO,8,Montezuma,083
"Montrose County, Colorado",Colorado,CO,8,Montrose,085
"Morgan County, Colorado",Colorado,CO,8,Morgan,087
"Otero County, Colorado",Colorado,CO,8,Otero,089
"Ouray County, Colorado",Colorado,CO,8,Ouray,091
"Park County, Colorado",Colorado,CO,8,Park,093
"Phillips County, Colorado",Colorado,CO,8,Phillips,095
"Pitkin County, Colorado",Colorado,CO,8,Pitkin,097
"Prowers County, Colorado",Colorado,CO,8,Prowers,099
"Pueblo County, Colorado",Colorado,CO,8,Pueblo,101
"Rio Blanco County, Colorado",Colorado,CO,8,Rio Blanco,103
"Rio Grande County, Colorado",Colorado,CO,8,Rio Grande,105
"Routt County, Colorado",Colorado,CO,8,Routt,107
"Saguache County, Colorado",Colorado,CO,8,Saguache,109
"San Juan County, Colorado",Colorado,CO,8,San Juan,111
"San Miguel County, Colorado",Colorado,CO,8,San Miguel,113
"Sedgwick County, Colorado",Colorado,CO,8,Sedgwick,115
"Summit County, Colorado",Colorado,CO,8,Summit,117
"Teller County, Colorado",Colorado,CO,8,Teller,119
"Washington County, Colorado",Colorado,CO,8,Washington,121
"Weld County, Colorado",Colorado,CO,8,Weld,123
"Yuma County, Colorado",Colorado,CO,8,Yuma,125
"Fairfield County, Connecticut",Connecticut,CT,9,Fairfield,001
"Hartford County, Connecticut",Connecticut,CT,9,Hartford,003
"Litchfield County, Connecticut",Connecticut,CT,9,Litchfield,005
"Middlesex County, Connecticut",Connecticut,CT,9,Middlesex,007
"New Haven County, Connecticut",Connecticut,CT,9,New Haven,009
"New London County, Connecticut",Connecticut,CT,9,New London,011
"Tolland County, Connecticut",Connecticut,CT,9,Tolland,013
"Windham County, Connecticut",Connecticut,CT,9,Windham,015
"Kent County, Delaware",Delaware,DE,10,Kent,001
"New Castle County, Delaware",Delaware,DE,10,New Castle,003
"Sussex County, Delaware",Delaware,DE,10,Sussex,005
"District of Columbia, District of Columbia",District of Columbia,DC,11,District of C,001
"Alachua County, Florida",Florida,FL,12,Alachua,001
"Baker County, Florida",Florida,FL,12,Baker,003
"Bay County, Florida",Florida,FL,12,Bay,005
"Bradford County, Florida",Florida,FL,12,Bradford,007
"Brevard County, Florida",Florida,FL,12,Brevard,009
"Broward County, Florida",Florida,FL,12,Broward,011
"Calhoun County, Florida",Florida,FL,12,Calhoun,013
"Charlotte County, Florida",Florida,FL,12,Charlotte,015
"Citrus County, Florida",Florida,FL,12,Citrus,017
"Clay County, Florida",Florida,FL,12,Clay,019
"Collier County, Florida",Florida,FL,12,Collier,021
"Columbia County, Florida",Florida,FL,12,Columbia,023
"DeSoto County, Florida",Florida,FL,12,DeSoto,027
"Dixie County, Florida",Florida,FL,12,Dixie,029
"Duval County, Florida",Florida,FL,12,Duval,031
"Escambia County, Florida",Florida,FL,12,Escambia,033
"Flagler County, Florida",Florida,FL,12,Flagler,035
"Franklin County, Florida",Florida,FL,12,Franklin,037
"Gadsden County, Florida",Florida,FL,12,Gadsden,039
"Gilchrist County, Florida",Florida,FL,12,Gilchrist,041
"Glades County, Florida",Florida,FL,12,Glades,043
"Gulf County, Florida",Florida,FL,12,Gulf,045
"Hamilton County, Florida",Florida,FL,12,Hamilton,047
"Hardee County, Florida",Florida,FL,12,Hardee,049
"Hendry County, Florida",Florida,FL,12,Hendry,051
"Hernando County, Florida",Florida,FL,12,Hernando,053
"Highlands County, Florida",Florida,FL,12,Highlands,055
"Hillsborough County, Florida",Florida,FL,12,Hillsborough,057
"Holmes County, Florida",Florida,FL,12,Holmes,059
"Indian River County, Florida",Florida,FL,12,Indian River,061
"Jackson County, Florida",Florida,FL,12,Jackson,063
"Jefferson County, Florida",Florida,FL,12,Jefferson,065
"Lafayette County, Florida",Florida,FL,12,Lafayette,067
"Lake County, Florida",Florida,FL,12,Lake,069
"Lee County, Florida",Florida,FL,12,Lee,071
"Leon County, Florida",Florida,FL,12,Leon,073
"Levy County, Florida",Florida,FL,12,Levy,075
"Liberty County, Florida",Florida,FL,12,Liberty,077
"Madison County, Florida",Florida,FL,12,Madison,079
"Manatee County, Florida",Florida,FL,12,Manatee,081
"Marion County, Florida",Florida,FL,12,Marion,083
"Martin County, Florida",Florida,FL,12,Martin,085
"Miami-Dade County, Florida",Florida,FL,12,Miami-Dade,086
"Monroe County, Florida",Florida,FL,12,Monroe,087
"Nassau County, Florida",Florida,FL,12,Nassau,089
"Okaloosa County, Florida",Florida,FL,12,Okaloosa,091
"Okeechobee County, Florida",Florida,FL,12,Okeechobee,093
"Orange County, Florida",Florida,FL,12,Orange,095
"Osceola County, Florida",Florida,FL,12,Osceola,097
"Palm Beach County, Florida",Florida,FL,12,Palm Beach,099
"Pasco County, Florida",Florida,FL,12,Pasco,101
"Pinellas County, Florida",Florida,FL,12,Pinellas,103
"Polk County, Florida",Florida,FL,12,Polk,105
"Putnam County, Florida",Florida,FL,12,Putnam,107
"St. Johns County, Florida",Florida,FL,12,St. Johns,109
"St. Lucie County, Florida",Florida,FL,12,St. Lucie,111
"Santa Rosa County, Florida",Florida,FL,12,Santa Rosa,113
"Sarasota County, Florida",Florida,FL,12,Sarasota,115
"Seminole County, Florida",Florida,FL,12,Seminole,117
"Sumter County, Florida",Florida,FL,12,Sumter,119
"Suwannee County, Florida",Florida,FL,12,Suwannee,121
"Taylor County, Florida",Florida,FL,12,Taylor,123
"Union County, Florida",Florida,FL,12,Union,125
"Volusia County, Florida",Florida,FL,12,Volusia,127
"Wakulla County, Florida",Florida,FL,12,Wakulla,129
"Walton County, Florida",Florida,FL,12,Walton,131
"Washington County, Florida",Florida,FL,12,Washington,133
"Appling County, Georgia",Georgia,GA,13,Appling,001
"Atkinson County, Georgia",Georgia,GA,13,Atkinson,003
"Bacon County, Georgia",Georgia,GA,13,Bacon,005
"Baker County, Georgia",Georgia,GA,13,Baker,007
"Baldwin County, Georgia",Georgia,GA,13,Baldwin,009
"Banks County, Georgia",Georgia,GA,13,Banks,011
"Barrow County, Georgia",Georgia,GA,13,Barrow,013
"Bartow County, Georgia",Georgia,GA,13,Bartow,015
"Ben Hill County, Georgia",Georgia,GA,13,Ben Hill,017
"Berrien County, Georgia",Georgia,GA,13,Berrien,019
"Bibb County, Georgia",Georgia,GA,13,Bibb,021
"Bleckley County, Georgia",Georgia,GA,13,Bleckley,023
"Brantley County, Georgia",Georgia,GA,13,Brantley,025
"Brooks County, Georgia",Georgia,GA,13,Brooks,027
"Bryan County, Georgia",Georgia,GA,13,Bryan,029
"Bulloch County, Georgia",Georgia,GA,13,Bulloch,031
"Burke County, Georgia",Georgia,GA,13,Burke,033
"Butts County, Georgia",Georgia,GA,13,Butts,035
"Calhoun County, Georgia",Georgia,GA,13,Calhoun,037
"Camden County, Georgia",Georgia,GA,13,Camden,039
"Candler County, Georgia",Georgia,GA,13,Candler,043
"Carroll County, Georgia",Georgia,GA,13,Carroll,045
"Catoosa County, Georgia",Georgia,GA,13,Catoosa,047
"Charlton County, Georgia",Georgia,GA,13,Charlton,049
"Chatham County, Georgia",Georgia,GA,13,Chatham,051
"Chattahoochee County, Georgia",Georgia,GA,13,Chattahoochee,053
"Chattooga County, Georgia",Georgia,GA,13,Chattooga,055
"Cherokee County, Georgia",Georgia,GA,13,Cherokee,057
"Clarke County, Georgia",Georgia,GA,13,Clarke,059
"Clay County, Georgia",Georgia,GA,13,Clay,061
"Clayton County, Georgia",Georgia,GA,13,Clayton,063
"Clinch County, Georgia",Georgia,GA,13,Clinch,065
"Cobb County, Georgia",Georgia,GA,13,Cobb,067
"Coffee County, Georgia",Georgia,GA,13,Coffee,069
"Colquitt County, Georgia",Georgia,GA,13,Colquitt,071
"Columbia County, Georgia",Georgia,GA,13,Columbia,073
"Cook County, Georgia",Georgia,GA,13,Cook,075
"Coweta County, Georgia",Georgia,GA,13,Coweta,077
"Crawford County, Georgia",Georgia,GA,13,Crawford,079
"Crisp County, Georgia",Georgia,GA,13,Crisp,081
"Dade County, Georgia",Georgia,GA,13,Dade,083
"Dawson County, Georgia",Georgia,GA,13,Dawson,085
"Decatur County, Georgia",Georgia,GA,13,Decatur,087
"DeKalb County, Georgia",Georgia,GA,13,DeKalb,089
"Dodge County, Georgia",Georgia,GA,13,Dodge,091
"Dooly County, Georgia",Georgia,GA,13,Dooly,093
"Dougherty County, Georgia",Georgia,GA,13,Dougherty,095
"Douglas County, Georgia",Georgia,GA,13,Douglas,097
"Early County, Georgia",Georgia,GA,13,Early,099
"Echols County, Georgia",Georgia,GA,13,Echols,101
"Effingham County, Georgia",Georgia,GA,13,Effingham,103
"Elbert County, Georgia",Georgia,GA,13,Elbert,105
"Emanuel County, Georgia",Georgia,GA,13,Emanuel,107
"Evans County, Georgia",Georgia,GA,13,Evans,109
"Fannin County, Georgia",Georgia,GA,13,Fannin,111
"Fayette County, Georgia",Georgia,GA,13,Fayette,113
"Floyd County, Georgia",Georgia,GA,13,Floyd,115
"Forsyth County, Georgia",Georgia,GA,13,Forsyth,117
"Franklin County, Georgia",Georgia,GA,13,Franklin,119
"Fulton County, Georgia",Georgia,GA,13,Fulton,121
"Gilmer County, Georgia",Georgia,GA,13,Gilmer,123
"Glascock County, Georgia",Georgia,GA,13,Glascock,125
"Glynn County, Georgia",Georgia,GA,13,Glynn,127
"Gordon County, Georgia",Georgia,GA,13,Gordon,129
"Grady County, Georgia",Georgia,GA,13,Grady,131
"Greene County, Georgia",Georgia,GA,13,Greene,133
"Gwinnett County, Georgia",Georgia,GA,13,Gwinnett,135
"Habersham County, Georgia",Georgia,GA,13,Habersham,137
"Hall County, Georgia",Georgia,GA,13,Hall,139
"Hancock County, Georgia",Georgia,GA,13,Hancock,141
"Haralson County, Georgia",Georgia,GA,13,Haralson,143
"Harris County, Georgia",Georgia,GA,13,Harris,145
"Hart County, Georgia",Georgia,GA,13,Hart,147
"Heard County, Georgia",Georgia,GA,13,Heard,149
"Henry County, Georgia",Georgia,GA,13,Henry,151
"Houston County, Georgia",Georgia,GA,13,Houston,153
"Irwin County, Georgia",Georgia,GA,13,Irwin,155
"Jackson County, Georgia",Georgia,GA,13,Jackson,157
"Jasper County, Georgia",Georgia,GA,13,Jasper,159
"Jeff Davis County, Georgia",Georgia,GA,13,Jeff Davis,161
"Jefferson County, Georgia",Georgia,GA,13,Jefferson,163
"Jenkins County, Georgia",Georgia,GA,13,Jenkins,165
"Johnson County, Georgia",Georgia,GA,13,Johnson,167
"Jones County, Georgia",Georgia,GA,13,Jones,169
"Lamar County, Georgia",Georgia,GA,13,Lamar,171
"Lanier County, Georgia",Georgia,GA,13,Lanier,173
"Laurens County, Georgia",Georgia,GA,13,Laurens,175
"Lee County, Georgia",Georgia,GA,13,Lee,177
"Liberty County, Georgia",Georgia,GA,13,Liberty,179
"Lincoln County, Georgia",Georgia,GA,13,Lincoln,181
"Long County, Georgia",Georgia,GA,13,Long,183
