View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1","Address, line 2",City,State,Zip,Capabilities Narrative,Accepts Credit Card?,CAGE Code,Congr. Dist.,County Code,DUNS Number,Fiscal Year Ends,In SAM?,Incorp. Country,Main/Branch,Metro Stat Area,WWW Page URL,Year Established,8(a) Entrance Date,8(a) Exit Date,HUBZone Certification Date,HUBZone Exit Date,Legal Structure,SDB Entrance Date,SDB Exit Date,unknown,unknown,Special Equipment/Materials,"NAICS, All (for which firm is small)"
265,"W. K. HILE COMPANY, INC.",HILE EQUIPMENT,KIRK HILE,,11026 MONROE RD,,MATTHEWS,NC,28105-0000,"Engineering for industrial controls, valves, meters, flow instruments & other measuring devices.",Yes,1ZLE4,9,119,46155842,1201,Y,USA,Main,1520,sales@wkhile.com,1955,,,,,,,,"METERS, LEVEL, FLOW INSTRUMENTS, DISPLAYS, INDUSTRIAL CONTROLS, PRESSURE VALVES, VISCOSITY, INDUSTRIAL HEATERS, HOT OIL HEATERS, TOTALIZING METERS, MEASURING DEVICES, MEASURMENT CONTROLS, TESTING DEVICES, VIBRATION METERS, ANALYZERS, CALIBRATORS","DISTRIBUTORS, REPRESENTATIVES","Products for measuring, displaying & controlling industrial process variables.",
266,ELECTRODES INC.,,HARRY  DYBZKINSKI,,11130 DOWNS RD,,PINEVILLE,NC,28134-8412,,Yes,0P1H5,9,119,186986857,1201,Y,USA,Branch,1520,http://www.carolina@electrodes-inc.com,1971,,,,,,,,,,,
267,"Freemanwhite, Inc. ",,SARA GALLIMORE,,8845 Red Oak Blvd ,,Charlotte,NC,28217-5593,,No,3KPP5,12,119,57929176,1201,Y,USA,Branch,1520,http://www.freemanwhite.com,1959,,,,,,,,,,,
268,LODESTONE REAL ESTATE ,,Marissa Boyle,,1523 ELIZABETH AVE STE 215 ,,CHARLOTTE,NC,28204-2535,,Yes,77G32,9,119,46257458,1201,Y,USA,Main,1520,www.lodestonerealestate.com,2012,,,,,LL,,,,,,
269,"GATEWAY SOUTHEAST COMPUTERS, LLC",,JOHN MYERS,,8008 GROSSE POINTE LN,,CHARLOTTE,NC,28227-4002,,No,60X42,8,119,962708934,1201,Y,USA,Main,1520,,2010,,,,,LL,,,,,,
270,JD Elite Services LLC ,,James J Irby,,14916 Northgreen Dr ,,Huntersville,NC,28078-2628,JD Elite Services LLC will provide services in the government and private sectors: Security (Physical & Personnel) Leadership Training and Development Military Force Readiness Force Protection Janitorial Services Valet Parking and Shuttle Services,No,77XG3,12,119,79127434,1201,Y,USA,Main,1520,,2014,,,,,,,,Security,,,
"Consultant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,K Technology Group LLC ,Blackbar Systems ,T J Kindlick,,344O Toringdon Way Ste 205 ,,Charlotte,NC,28277-0000,"Systems Integrator and value add reseller of Automated Identification Technologies- barcode, RFID, NFC. Providers of components or turnkey systems as needed. Certified manufacturer reseller for Honeywell AIDC, Zebra Technologies, Motorola Solutions",Yes,7AG30,9,119,79584760,1201,Y,USA,Main,1520,blackbarsystems.com,2014,,,,,LL,,,"barcode, rfid, barcode scanners, Zebra printers, Intermec, thermal printer, mobile computer, asset management, inventory  software, labeling software, computer software, touch systems, kiosks, credit card reader, payment terminal, wireless LAN","barcode verifier, ID Card Printer, MAG Stripe reader, portable printer, RFID Media, ribbons, TMS Software",,
272,"FRENCH, MELVIN",JAUNT CO,MELVIN  FRENCH,Owner,3112 WILLIAMS RD,,MATTHEWS,NC,28105-1959,vinyl-ceramic flooring installer janitorial services landscaping services,Yes,1JAD6,9,119,42082144,1001,Y,USA,Main,1520,,2000,,,,,,3/28/2001,3/28/2004,"vinyl flooring, ceramic flooring, landscaping",,,
273,EMERGING ENERGY AND TRANSPORT SOLUTIONS INC ,eEATS ,EARL B Anderson,,8609 Hornwood Court ,,Charlotte,NC,28215-9313,,No,6BRZ3,12,119,962112400,401,Y,USA,Main,1520,,2010,,,,,SC,,,,,,
274,"McFarland Atlantic Construction, LLC ",,Tutino D McFarland,,2020 S Tyron St Ste 2C ,,Charlotte,NC,28203-0000,,No,735D2,9,119,79280433,1201,Y,USA,Main,1520,,2014,4/3/2014,4/3/2016,,,LL,,,"General Contractor, Construction Mgmt., Design Build, Sea Walls, Underground Util., LEED",,,
275,"STEWART ENGINEERING, INC. ",,Kasia Nels,,200 S COLLEGE ST STE 720 ,,CHARLOTTE,NC,28202-2019,,Yes,65QH9,12,119,61495516,1201,Y,USA,Branch,1520,http://www.stewartinc.com,2001,,,,,SC,,,,,,
276,SSC CHARLOTTE SHAMROCK OPERATING COMPANY LLC ,BRIAN CENTER NRUSING CARE- SHAMROCK ,KELLE C SANTORO,,2727 SHAMROCK DR ,,CHARLOTTE,NC,28205-2215,,Yes,41HV6,12,119,361512598,1201,Y,USA,Main,1520,,2005,,,,,,,,,,,
277,"CARL WALKER, INC.",,GARY CUDNEY,,14045 BALLANTYNE CORPORATE PL STE 380,,CHARLOTTE,NC,28277-2844,,No,3VWS0,9,119,122515039,1201,Y,USA,Branch,1520,,1985,,,,,SC,,,,,,
278,"Gryphon Designs, Inc. ",,Sue N Gibbs,,140 Cedar Grove Cir ,,Davidson,NC,28036-8400,,Yes,7CR59,9,119,79729080,101,Y,USA,Main,1520,,2006,,,,,SC,,,,,,
279,"CMH DWH AZALEA BUILDING, LLC",,accounting harrisland,,6400 FAIRVIEW RD,,CHARLOTTE,NC,28210-3237,,No,4N5G6,9,119,109300819,1201,Y,USA,Main,1520,,2000,,,,,LL,,,531190,,,
280,SSC Charlotte Retirement Operating Company LLC ,Brian Center - Charlotte Retirement Apartments ,KELLE C SANTORO,,5945 Reddman Rd ,,Charlotte,NC,28212-1654,,Yes,41HH7,12,119,361512820,1201,Y,USA,Main,1520,,2005,,,,,,,,,,,
281,"GRANZOW, INC.",,LEIF HANSEN,,2300 CROWNPOINT EXECUTIVE,,CHARLOTTE,NC,28227-7758,,Yes,0N9V9,12,119,38555512,401,Y,USA,Main,1520,http://www.granzow.com,1979,,,,,,,,,,,
282,CENTER STREET MANASSAS LLC,,"JAMES JACOBSON, JR.",,600 HERMITAGE RD,,CHARLOTTE,NC,28207-1846,,No,43A29,9,119,189444008,1201,Y,USA,Main,1520,,2004,,,,,,,,,,,
283,"Atlantic Forklift Services, LLC ",,Liz Buckelew,,5509 David Cox Road ,,Charlotte,NC,28256-0324,,No,75RU0,12,119,79150697,1201,Y,USA,Main,1520,atlanticforkliftservices.com,2013,,,,,,,,,,,
284,HELMAR USA INC ,,Mark Ripper,,501 S OLD STATESVILLE RD ,,HUNTERSVILLE,NC,28078-8605,"A recognized leader in the manufacture of adhesive and aerosol products. We value innovation, quality, integrity and respect. It our mission to promote our industry and play a part in it's success by providing premium products and great service.",Yes,6XUF6,9,119,927232772,1201,Y,USA,Main,1520,www.helmarusa.com,2009,,,,,,,,"Aerosol spray cans, art & craft, adhesives",,,
285,DECISION SUPPORT LLC,,Bruce  Wilkinson,,3326 SISKEY PKWY STE 300,,MATTHEWS,NC,28105-1775,,Yes,417B6,9,119,130702533,1201,Y,USA,Main,1520,http://www.decisionsupport.com,1984,,,,,LL,,,,,,
286,"ORC Training, LLC",,CARMEN  JOHNSON,,11111 Carmel Commons Blvd Suite 410,,Charlotte,NC,28217-4088,,No,4QFY6,12,119,796490907,1201,Y,USA,Main,1520,http://www.orcolan.com,2001,,,,,LL,,,,,,
287,PROFESSIONALS MANAGEMENT GROUP INC,PMG,"Rubin T Sloan, Sr",,6120 BROOKSHIRE BLVD STE R,,CHARLOTTE,NC,28216-3300,,No,6JNJ1,12,119,187422493,1201,Y,USA,Main,1520,,1999,,,,,,,,"Janitorial Services, Janitorial Clean Up, Floor Maintenance, Stripping and Waxing, Buffing",,,
288,"Carothers, Jaime K ",J Carothers and Associates ,Jaime K Carothers,,12810 WESTMORELAND FARM RD ,,DAVIDSON,NC,28036-8038,,No,73LH8,9,119,79360414,1201,Y,USA,Main,1520,,2014,,,,,,,,,,,
289,"FARRELL, PAT",,PATRICIA C Farrell,,959-B THALIA DR,,CHARLOTTE,NC,28262-0000,,No,3LQG9,12,119,9332904,1201,Y,USA,Main,1520,,2001,,,,,,,,,,,
290,"WHITEHALL CORPORATE CENTER #2, LLC",,COOPER Burton,,3700 ARCO CORPORATE DR,,CHARLOTTE,NC,28273-7089,,No,5TY61,9,119,806237371,1201,Y,USA,Main,1520,,2002,,,,,LL,,,,,,
291,"SONITROL SECURITY SERVICES, INC.",,J WYLIE FOX,,815 WOOD RIDGE CENTER DR,,CHARLOTTE,NC,28217-1908,,Yes,3DFG3,12,119,70622857,1201,Y,USA,Main,1520,,1984,,,,,SC,,,,,,
292,"FSC LABORATORIES, INC ",,PETER  STEELMAN,,6100 Fairview Rd Ste 300 ,,Charlotte,NC,28210-4262,,Yes,39GA8,9,119,169886244,1201,Y,USA,Main,1520,http://www.fscpediatrics.com,2003,,,,,,,,,,,
293,FERNICO LLC,,Andrew Thompson,,206 C EAST TREMONT AVE,,CHARLOTTE,NC,28203-5061,,Yes,4VPQ2,9,119,785307385,1201,Y,USA,Main,1520,http://www.fernico.com,2006,,,,,,,,,,,
294,"NETWORK IMAGING SYSTEMS, INC.",,BRENT HULL,,8100 ARROWRIDGE BLVD STE C,,CHARLOTTE,NC,28273-0000,,Yes,4JC37,9,119,144206617,1201,Y,USA,Main,1520,http://www.nisnc.com,2002,,,,,SC,,,,,,
295,E-HEALTH JOBS ,,Austin Morioka,,2217 MATTHEWS TOWNSHIP PKWY ,,MATTHEWS,NC,28105-4815,,Yes,6ZJV1,9,119,37644617,1201,Y,USA,Main,1520,www.e-healthjobs.com,2009,,,,,LL,,,,,,
296,"MITCHELL, MONA MOORE",,MONA M Mitchell,,9611 BROOKDALE DR STE 100,,CHARLOTTE,NC,28215-8776,,No,61BC0,8,119,789373040,1201,Y,USA,Main,1520,,2010,,,,,,,,,,,
297,"DIVERSIFIED MARKETING GROUP, INC.",,SAMUEL J BATT,VICE PRES,8225 VILLAGE HARBOR DR,,CORNELIUS,NC,28031-3706,"SLIDE FASTENERS, ZIPPERS, HOOK AND PILE FASTENER TAPE, WEBBING, SNAP FASTENERS, PLASTIC NOTIONS.",Yes,76007,9,119,803111384,1201,Y,USA,Main,1520,http://www.dmgroup.org,1986,,,,,SC,,,"Zippers, hook and loop, plastic notion, sales, snaps, webbing",,,
298,"SSC CHARLOTTE OPERATING COMPANY, LLC",BRIAN CENTER HEALTH & REHABILITATION - CHARLOTTE,KELLE C SANTORO,,5939 REDDMAN RD,,CHARLOTTE,NC,28212-1654,,Yes,41FY3,12,119,361464881,1201,Y,USA,Main,1520,,2005,,,,,,,,,,,
299,"SIS Investments, LLC",,Bill Dillon,,10709 Granite St Ste K,,Charlotte,NC,28273-6469,,No,6TWX9,9,119,78618169,1201,Y,USA,Main,1520,,2008,,,,,SC,,,,,,
300,"Southern Coastal Marketing Services, Inc.",S C M S,Arthur T Reed,,10201 Rodney Blvd,,Pineville,NC,28134-7540,,Yes,1KTR1,9,119,83676221,1201,Y,USA,Main,1520,,1976,,,,,,,,,,,
301,"SALVIN DENTAL SPECIALTIES, INC.",,WILLIAM SIMMONS,,3450 LATROBE DR,,CHARLOTTE,NC,28211-4847,,Yes,09BW7,12,119,113344790,1201,Y,USA,Main,1520,,1993,,,,,SC,,,,,,
302,"Sato America, LLC ",,GARY  KRAUSE,,10350 Nations Ford Rd Ste A ,,Charlotte,NC,28273-5824,,Yes,0USM1,9,119,363810144,301,Y,USA,Branch,1520,http://www.satoamerica.com,1987,,,,,,,,,,,
303,"JETPOOL, L.L.C.",,Thomas Voglesonger,,5400 AIRPORT DR,,CHARLOTTE,NC,28208-5734,On demand charter scheduling and operations,Yes,4DWC3,12,119,181074316,1201,Y,USA,Main,1520,http://www.flyjetpool.com,2004,,,,,LL,,,Jet Charter,,,
304,"TEXT CONTROL, LLC",,Ian J Blackley,,6926 SHANNON WILLOW RD STE 400,,CHARLOTTE,NC,28226-1335,,Yes,6VDH0,9,119,64744369,1201,Y,USA,Main,1520,www.textcontrol.com,2013,,,,,LL,,,,,,
305,"DUNCAN-PARNELL, INC.",,Clay Pate,,900 S MCDOWELL ST,,CHARLOTTE,NC,28204-2818,,Yes,0NC82,9,119,24471666,1101,Y,USA,Main,1520,http://www.duncan-parnell.com,1946,,,,,,,,,,,
306,Hall Contracting Corporation ,,Kenneth M Hall,,6415 Lakeview Rd ,,Charlotte,NC,28269-2602,,No,1F3J8,12,119,7014202,901,Y,USA,Main,1520,http://www.hallcontracting.com,1954,,,,,,,,,,,
307,"SOUTHERN ELECTRICAL EQUIPMENT COMPANY, INC.",,Craig Thomas,,4045 HARGROVE AVE,,CHARLOTTE,NC,28208-5503,,Yes,1DXZ3,12,119,3147063,1201,Y,USA,Main,1520,www.seecoswitch.com,1920,,,,,,,,,,,
308,Demand Resource Solutions Inc ,,Jay Belfour-Valentine,,222 S Church St 3rd Fl Ste 300 ,,Charlotte,NC,28202-3200,"We help our customers find energy-saving technologies that not only improve efficiency but also reduce hazardous environmental impacts while saving them money. We provide the following support services: Continuous Back-up and generation restoration management, Emergency back-up communications and power supply, Energy Auditing, System Design Information technology analysis, strategy, and design. Around the clock remote energy monitoring and unmatched protection,Network design, continuous maintenance, and support. Remote maintenance and support, Incentive and Rebate Savings consulting, Supporting Services, Energy Audits, Engineering Design Monitoring & Meter Management, Energy Procurement, Project Management, Fiber Optics Construction, Installation, and Maintenance, Data Migration and Design, Consulting. Demand Resources has emerged domestically as a preferred Energy and Remote Wireless integrator and solutions provider.",Yes,76F20,12,119,79311597,101,Y,USA,Main,1520,http://www.demandresources.com,2013,,,,,,,,"Networking, IT, Telecommunications, Structured Cabling, Demand Response, Energy curtailment, Energy efficiency, LED, Consulting",,,
309,"Ross Signature Services, LLC ",Ross Signature Cleaning Services ,Shiree Ross-Page,,1710 GALLERIA CLUB LN APT 303 ,,Charlotte,NC,28270-2490,,Yes,6ZJS0,12,119,79125649,1201,Y,USA,Main,1520,,2013,,,,,LL,,,"janitorial, housekeeping, commercial cleaning",,,
310,"BLACK PEST PREVENTION, INC.",,Mandy Allison,,605 SPRINGBROOK RD,,CHARLOTTE,NC,28217-2148,,Yes,6H4B1,12,119,21386396,1201,Y,USA,Main,1520,blackpest.com,1945,,,,,SC,,,,,,
311,OIM Inc ,,William T Blalock,,1469 Carolyn Dr ,,Charlotte,NC,28205-5669,,Yes,7DCY3,12,119,79818776,1201,Y,USA,Main,1520,,2003,,,,,,,,,,,
312,"STATISTICAL AND ANALYTICAL RESEARCH ASSOCIATES, LLC",S A R A,Melinda S Richmond,,6418 NEVIN RD,,CHARLOTTE,NC,28262-2270,"Statistical & Analytical Research Associates (SARA), Inc. is a statistical consulting firm which specializes in research and analysis.",Yes,48AG3,12,119,613427124,1201,Y,USA,Main,1520,http://www.saraconsultingllc.com,2009,,,,,LL,,,"statistician, analyst, programmer, consultant, statistics, SAS, statistical consult, statistical research, statistical analyst",,Computer/Laptop SAS software Microsoft professional software,
313,"HLP INTEGRATION, LLC",,Josh Hewitt,,9911 ROSE COMMONS DR STE E131,,HUNTERSVILLE,NC,28078-0323,,Yes,69BM8,9,119,9682947,1201,Y,USA,Main,1520,,2007,,,,,LL,,,,,,
314,129 TRADE STREET LIMITED PARTNERSHIP,,Todd Okum,,129 W TRADE ST STE 210,,CHARLOTTE,NC,28202-2143,,No,4Z8D0,12,119,803823900,1201,Y,USA,Main,1520,,2007,,,,,,,,,,,
315,"Legacy Construction, Inc. ",,KHALID U MCRAE,,900 Center Park Dr Ste E ,,Charlotte,NC,28217-2962,,Yes,553V7,12,119,827128039,1201,Y,USA,Main,1520,http://www.legacy-construction.us,2008,9/30/2010,9/30/2019,,,SC,9/30/2010,9/30/2019,,,,
316,"Sarley Jr, David Martin ",,David Sarley,,6632 Barkley Farm Rd ,,Huntersville,NC,28078-7106,,Yes,7EKM4,9,119,33262713,1201,Y,USA,Main,1520,,1996,,,,,,,,,,,
317,"COST EFFECTIVE MAINTENANCE, INC.",,DAVID SIPPE,,3938 MIRIAM DR,,CHARLOTTE,NC,28205-7726,,Yes,1JAP8,12,119,118315183,601,Y,USA,Main,1520,,1984,,,,,,,,"Boiler, steam, condensate, mechanical",,,
318,Monarch Medical Technologies LLC ,,Stuart Long,,2815 Coliseum Centre Dr Ste 250 ,,Charlotte,NC,28217-1361,,No,6VUB5,12,119,78665793,1201,Y,USA,Main,1520,,2012,,,,,LL,,,,,,
319,"WEWOKA GAS PRODUCERS, LLC",,Kat Masters,,10600 NATIONS FORD RD,,CHARLOTTE,NC,28273-5762,,No,6AWF2,9,119,34641146,1201,Y,USA,Main,1520,,2010,,,,,LL,,,,,,
320,"Johnson, Kristena ","CLEANING ACADEMY, THE ",Kristena  Johnson,,7310 RIDING TRAIL RD ,,CHARLOTTE,NC,28212-4606,,Yes,7AC00,12,119,70355983,1201,Y,USA,Main,1520,,2012,,,,,,,,"Cleaning Service, Construction",,,
321,"J. W. SMITH AND ASSOCIATES, LLC ",,Janice W Smith,,16432 CRYSTAL DOWNS LN ,,CHARLOTTE,NC,28278-8419,"We work with companies to develop their leaders by providing leadership development programs; executive, career, and business coaching; human resource consulting and training; management training; and employee engagement strategies",Yes,77ZY5,9,119,13398939,1201,Y,USA,Main,1520,www.jwsmithconsulting.com,2001,,,,,LL,,,Executive coaching,,,
322,"SELENIUM PROPERTIES, L.L.C. ",,SHEILA  JONES,,3635 EASTOVER RIDGE DR APT 1536 ,,CHARLOTTE,NC,28211-1587,,No,6CZG3,9,119,839984718,1201,Y,USA,Main,1520,,2004,,,,,LL,,,,,,
323,LMK CLINICAL RESEARCH CONSULTING LLC ,,Sholeh Kornegay,,11806 MORGAN HORSE TRL ,,HUNTERSVILLE,NC,28078-0000,,Yes,79UZ9,9,119,67726155,1201,Y,USA,Main,1520,,2014,,,,,LL,,,"Consulting, Life Sciences, Pharmaceutical, TMF, eTMF, Biotechnology",,,
324,"CONSTRUCTION SOLUTIONS TEAM, INC. ",,Sandy H Grant,,11608 DOWNS RD ,,PINEVILLE,NC,28134-8417,,Yes,6WXT4,9,119,39149024,1201,Y,USA,Main,1520,http://www.constructionsolutionsteam.com,2012,,,,,SC,,,"Training, Construction, Workforce, OSHA regulated, NCCCO, NCCER, Training Matrix, safety training",,,
325,"WILDLANDS ENGINEERING, INC.",,Mike  Fowler,,1430 S MINT ST STE 104,,CHARLOTTE,NC,28203-4151,,No,5E8A1,12,119,927768874,1201,Y,USA,Main,1520,,2007,,,,,SC,,,stream restoration,,,
326,"Caring At Heart, LLC ",,Gloria Healy,,8001 Raintree Ln Ste 204 ,,Charlotte,NC,28277-8919,,No,7AP48,9,119,18523817,1201,Y,USA,Main,1520,,2008,,,,,LL,,,,,,
327,"SHOWALTER CONSTRUCTION COMPANY, INC.",,WILLIAM  B.  Cornett,,620 W 24TH ST,,CHARLOTTE,NC,28206-3040,,Yes,3HB04,12,119,154600746,1201,Y,USA,Main,1520,,1986,,,,,SC,,,"Site Preparation, Commercial, Residential, Industrial, Highway, Street surfacing",,,
328,"Synergy Medical Supply, Inc. ",,Zandra Smith,,1801 N Tryon St Ste 324 ,,Charlotte,NC,28206-2704,"Disabled veteran, minority, historically underutilized, woman-owned small business primarily engaged in the wholesale distribution of professional durable medical equipment, instrument and supplies.",Yes,767Y3,12,119,79090576,1201,Y,USA,Main,1520,,2013,,,,,SC,,,"First aid kits, gloves, diabetic supplies, wheelchairs, canes, crutches, surgical dressings, surgical tapes, incontinence items, catheters, respiratory supplies, urological supplies, cranial prosthesis, hearing aids, diagnostic equipment, hospital beds","medical dressings, back, arm and knee braces, Industrial safety, hospital furniture, breast pumps, patient lifts, walkers, thermometers.","First aid kits, gloves, diabetic supplies, mobility supplies, surgical dressings and tapes, incontinence supplies, catheters, respiratory supplies, urological supplies, cranial prosthesis and hospital beds.",
329,ARMSTRONG RELOCATION COMPANY,,KEITH  BEVERLEY,,4400 WESTINGHOUSE BLVD,,CHARLOTTE,NC,28273-9620,,Yes,1WBW2,9,119,878961382,1201,Y,USA,Main,1520,http://www.armstrongrelocation.com,1989,,,,,,,,,,,
330,ONSHORENATION LLC,,Wayne  C Andsager,,9826 DAUFUSKIE DR,,CHARLOTTE,NC,28278-9038,,Yes,6UAA5,9,119,14142353,601,Y,USA,Main,1520,www.onshorenation.com,2012,,,,,LL,,,,,,
331,Focus Technology Inc ,,PAUL  MORRIS,,9305 Monroe Rd Ste G ,,Charlotte,NC,28270-1490,"Technical Sales of advanced metalworking machinery. Particular focus on Grinding, 5 axis milling, filtration and parts washing",No,3YDR0,12,119,21804104,1201,Y,USA,Main,1520,,1995,,,,,SC,,,"Grinding Equipment, 5 Axis Machines, Filtration Systems, Parts Washers.",,"Design/Build Specialty filtration products Examples: Centrifuges, Oil seperators, coolant filtation systems",
332,"MARION INTEGRATIVE WELLNESS, INC. ",,Patricia Marion,,828 EAST BLVD ,,CHARLOTTE,NC,28203-5116,Health and wellness coaching training speaking teaching,Yes,7CTC9,9,119,47950318,1201,Y,USA,Main,1520,,2012,,,,,SC,,,"health, wellness, medical, integrative, healthy, natural, coaching, consulting, training, speaking, teaching",,,
333,"Millice, Robert ",Atlantic Marketing Services ,Robert Millice,Owner,3619 REA RD ,,CHARLOTTE,NC,28226-3176,,Yes,1YXY9,9,119,362463945,1201,Y,USA,Main,1520,http://www.callatlantic.com,1986,,,,,,,,Test Equipment,,,
334,"QUANTUM TECHNOLOGY GROUP, LLC",,ADAM  M. Jones,,18708 W CATAWBA,,CORNELIUS,NC,28031-5615,"8a, SDVOSB, SDB, Minority, telecommunications, CCTV, VTC, infrastructure, Cabling, Voice Mail, Access Conrtrol, Paging, IT, Avaya, Nortel, and Cisco phone systems, VOIP, security, wireless, Telepresence installers and maintenence, Cloud Technology.",Yes,65Q34,9,119,11561851,1201,Y,USA,Main,1520,http://www.goQTG.com,2007,3/11/2011,3/11/2020,,,LL,,,"8a, SDB, Minority, SDVOSB, telecommunications, CCTV, VTC, Infrastructure, VOIP, Cabling, Voice Mail, Access Conrtrol, Paging, IT, Cisco, Avaya, Wireless, Telephony, Smartnet, Licenses, WAN, LAN",,,
335,D. ANDREA INVENTORY SERVICES ,Fresh Vocational Consulting ,Deauna Froneberger,,610 Sofia Ln Apt B ,,CHARLOTTE,NC,28262-0261,,Yes,7ALM8,12,119,36035123,1201,Y,USA,Main,1520,www.freshvoc.com,2012,,,,,,,,"Vocational rehab, career counseling, job development, rehab counseling, vocational expert, return to work, job related services",,,
336,"THREADLINE PRODUCTS, INC.",,RICK SMITH SMITH,,3346 PELTON ST,,CHARLOTTE,NC,28217-1318,"Threadline Products is capable of helping you with your miscellaneous steel needs. Anchor Bolts, Sag Rods, Structural Bolts A-325, Pipe Hangers Embeds and a variety of other items.",Yes,1BK72,12,119,113341655,901,Y,USA,Main,1520,,1984,,,,,,,,"Miscellaneous Steel, Anchor Bolts, Sag Rods, Threaded Rods, Embeds, Pipe Bollards, Pipe Hangers, A-325 Bolts, Galvanizing.",,,
337,OLDWAK SERVICES LLC ,,Keith Kowadlo,,10625 FAIRWAY RIDGE RD ,,CHARLOTTE,NC,28277-8870,,No,6TJS8,9,119,164866530,1201,Y,USA,Main,1520,,2004,,,,,LL,,,,,,
338,"HOPKINS-MCELHANNON GROUP, INC., THE",,JAMES  Lynch,,501 S SHARON AMITY RD STE 400,,CHARLOTTE,NC,28211-2891,,No,61TG3,9,119,19953722,1201,Y,USA,Main,1520,,2008,,,,,SC,,,,,,
339,GUARDWAY CORPORATION,,BEN  CAPEL,,4201 JOE ST,,CHARLOTTE,NC,28206-1287,,Yes,6HKE6,12,119,66322660,1001,Y,USA,Main,1520,http://www.guardway.com,1968,,,,,,,,,,,
340,TRUTECH MEDICAL LLC ,,Brian Stanley,,6615 APRIL MIST TRL ,,HUNTERSVILLE,NC,28078-2322,,No,73GZ9,9,119,59835015,1201,Y,USA,Main,1520,,2012,,,,,LL,,,,,,
341,"Atlantic Window Coverings, Inc. ",AWC ,Suzanne Gatewood,,6150 Brookshire Blvd Ste D ,,Charlotte,NC,28216-2443,,No,7D3C0,12,119,30496947,1201,Y,USA,Main,1520,www.awcproducts.com,1997,,,,,SC,,,,,,
342,"CAROPLAST, INC.",,MISSY A RAYMOND,INSIDE SALES MANAGER,8912 WILKINSON BLVD,,CHARLOTTE,NC,28214-8062,"LINED PIPE AND FITTINGS, FIBERGLASS PIPE AND FITTINGS, TEFLON SHEET, ROD, TUBE, TAPES, LINED BALL AND BALL CHECK VALVES, SAFETY SHIELDS, TUBING, PVC AND CPVC PIPE AND FITTINGS, STAINLESS STEEL VALVES, FIBERGLASS GRATING, STRUCTURALS.",Yes,1ME58,9,119,74494584,1201,Y,USA,Main,1520,http://www.caroplast.com,1972,,,,,SC,,,"FITTINGS, PIPE, VALVES",,"CENTRIFUGES,FILTERS,MIXER DRYER,FILTER DRYER,ETC.",
343,Careermatchsolutions ,,CLIFTON  SCOTT,,11262 Heritage Green Dr ,,Cornelius,NC,28031-7405,,No,4V2D4,9,119,806731886,1201,Y,USA,Main,1520,http://www.careermatchsolutions.com,2008,,,,,LL,,,"Staffing, placement, temporary, IT, employment, personnel, recruiting",,,
344,Reynolds Professional Services Inc ,,RUTH  REYNOLDS,,1636 Glenn Street ,,Charlotte,NC,28205-3917,,No,348P4,12,119,36528417,1201,Y,USA,Main,1520,http://www.reynoldsprofessionalservice.com,1996,,,,,SC,,,,,,
345,"Jet Logistics, Inc. ",,Eric Giangiordano,,5400 Airport Dr Ste 1311 ,,Charlotte,NC,28208-5734,,Yes,5Z7R9,12,119,145090564,1201,Y,USA,Main,1520,http://www.jetlogistics.us,2002,,,,,SC,,,,,,
346,Millennium Prime LLC ,,Carl T Augustus,,3020-I Prosperity Ch Rd ste189 ,,Charlotte,NC,28269-8100,Medical Athletics can perform TBI and concussion analysis on athletic teams and military personnel. The company performs rehabilitation and therapy in addition to physical therapy.,Yes,6ZQJ6,9,119,969560544,1201,Y,USA,Main,1520,www.medicalathletics.com,2010,,,,,LL,,,"Concussion, TBI, Analysis, Rehabilitation, Therapy, Medical Services, Dental Services, Periodic Health Exam",,"Brain scan, cardiac ultrasound, MARS balance system",
347,GREEN POWER PRODUCERS,,WILLIAM  Brinker,,10600 NATIONS FORD RD # 150,,CHARLOTTE,NC,28273-5762,,No,5KAB1,9,119,831129403,601,Y,USA,Main,1520,,2009,,,,,LL,,,,,,
348,"HPI/GSA - IF, LLC",,JAMIE  ENNIS,,100 N TRYON ST STE 5500,,CHARLOTTE,NC,28202-4000,,No,3YEP9,12,119,153417923,301,Y,USA,Main,1520,,1998,,,,,LL,,,,,,
349,"Cooley Enterprises, Inc. ",Homewatch CareGivers ,Phillip A Cooley,,8301 University Executive Park Dr Suite 120 ,,CHARLOTTE,NC,28262-3596,,Yes,5HFD9,12,119,55174085,1201,Y,USA,Main,1520,http://www.homewatchcaregivers.com/charlotte,2000,,,,,SC,,,,,,
350,Serinity Nursing Services,,MONICA  ASARE-BOADU,,6636 E WT HARRIS BLVD,,CHARLOTTE,NC,28215-5133,Serenity Nursing Services has 6 years of experience as a homecare agency providing professional daily care assistance which allows our clients to stay in their homes.,No,69RQ4,12,119,623708075,1201,Y,USA,Main,1520,http://www.serenitynurseaide.com,2006,,,,,SC,,,"home, health, care, service, nursing, nurse, assistance, house, housekeeping, personal, in-home, children, adult, respite, CAP C, CAP DA, EPSDT, school, academy, aide, CNA, Certified, assistant school, agency",,"up to 80 hours per month of hands on assistance, extensive assistance for full dependence, personal care tasks, housekeeping, home management, Serenity Nurse Aide Academy, CNA I, CNA II, Medication Aide, CNA I Review Class, CPR certification.",
